"D09803AE-254D-418B-9930-2A6AC15ABB35","72000","1996-04-26","CF11 9PW","S","N","F","","134","LLANDAFF ROAD","CARDIFF","CARDIFF","CARDIFF","CARDIFF","A","http://landregistry.data.gov.uk/data/ppi/transaction/D09803AE-254D-418B-9930-2A6AC15ABB35/current"
"DAFC0142-D4E3-44CB-B1B2-A861286D6A53","40000","1996-05-31","CF83 3QU","S","N","F","","4","WAUN ERW","CAERPHILLY","CAERPHILLY","CAERPHILLY","CAERPHILLY","A","http://landregistry.data.gov.uk/data/ppi/transaction/DAFC0142-D4E3-44CB-B1B2-A861286D6A53/current"
"D7325061-CC0E-4693-A722-E48CFF2E2F83","27500","1996-03-04","CH42 5NU","T","N","F","","51","MOORLAND ROAD","BIRKENHEAD","BIRKENHEAD","WIRRAL","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/D7325061-CC0E-4693-A722-E48CFF2E2F83/current"
"E562141A-D8BB-4D95-BB9E-D8AD426486D0","65000","1996-08-22","CH60 7ST","S","N","F","","15","RADNOR AVENUE","WIRRAL","WIRRAL","WIRRAL","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/E562141A-D8BB-4D95-BB9E-D8AD426486D0/current"
"29E0B4F8-835B-4B10-A292-CD4ABD8421CC","66500","1996-09-30","CM7 1WW","S","Y","F","","6","GRAYLING CLOSE","BRAINTREE","BRAINTREE","BRAINTREE","ESSEX","A","http://landregistry.data.gov.uk/data/ppi/transaction/29E0B4F8-835B-4B10-A292-CD4ABD8421CC/current"
"473E8D36-D01B-4955-AA3F-43EFDBD453E0","10000","1996-06-24","CV5 8AB","T","N","F","","117","BROOKSIDE AVENUE","","COVENTRY","COVENTRY","WEST MIDLANDS","A","http://landregistry.data.gov.uk/data/ppi/transaction/473E8D36-D01B-4955-AA3F-43EFDBD453E0/current"
"A1EB76BB-EE11-45DB-9A7C-4930FE04D45A","164600","1996-09-10","CW6 9NR","D","N","F","","THE HOLLIES","SCHOOL LANE","BUNBURY","TARPORLEY","CREWE AND NANTWICH","CHESHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/A1EB76BB-EE11-45DB-9A7C-4930FE04D45A/current"
"971E2FBE-7C05-4507-AC47-D31ED7E0E4CF","83995","1996-06-28","DA9 9JN","F","Y","L","","17","FROBISHER WAY","GREENHITHE","GREENHITHE","DARTFORD","KENT","A","http://landregistry.data.gov.uk/data/ppi/transaction/971E2FBE-7C05-4507-AC47-D31ED7E0E4CF/current"
"E73EDDA6-5096-4A8E-838B-64F3FBA7755B","94500","1996-02-09","DE65 5HE","D","Y","F","","14","MILL FLEAM","HILTON","DERBY","SOUTH DERBYSHIRE","DERBYSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/E73EDDA6-5096-4A8E-838B-64F3FBA7755B/current"
"8ECB5BA3-4F69-4487-B639-07948F5F0951","49000","1996-12-02","DE65 6EU","S","Y","F","","78","COACH WAY","WILLINGTON","DERBY","SOUTH DERBYSHIRE","DERBYSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8ECB5BA3-4F69-4487-B639-07948F5F0951/current"
"900DD2AB-C9A1-4DCB-8789-90C6A1D802D2","42000","1996-01-26","DH2 2BW","S","N","F","","35","TWELFTH AVENUE","CHESTER LE STREET","CHESTER LE STREET","CHESTER-LE-STREET","DURHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/900DD2AB-C9A1-4DCB-8789-90C6A1D802D2/current"
"4DDD1CAE-F562-484E-801D-A3B2DDF048B6","36950","1996-11-15","DN20 9LQ","D","N","F","","5","THE COTTAGES","SCAWBY BROOK","BRIGG","NORTH LINCOLNSHIRE","NORTH LINCOLNSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4DDD1CAE-F562-484E-801D-A3B2DDF048B6/current"
"1528EAD4-75C4-4011-961B-9458BDE93241","37500","1996-05-31","DT3 5QU","T","N","F","","6","CHAFFINCH CLOSE","WEYMOUTH","WEYMOUTH","WEYMOUTH AND PORTLAND","DORSET","A","http://landregistry.data.gov.uk/data/ppi/transaction/1528EAD4-75C4-4011-961B-9458BDE93241/current"
"30CF8112-901A-44A2-A315-55B3558F22EB","140000","1996-06-17","DY7 6LB","S","N","F","","8","MILL FIELDS","KINVER","STOURBRIDGE","SOUTH STAFFORDSHIRE","STAFFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/30CF8112-901A-44A2-A315-55B3558F22EB/current"
"07792D6D-9A73-4868-8385-56AECCB01DE7","82000","1996-06-28","GU2 9PS","S","Y","F","","18","MONRO DRIVE","GUILDFORD","GUILDFORD","GUILDFORD","SURREY","A","http://landregistry.data.gov.uk/data/ppi/transaction/07792D6D-9A73-4868-8385-56AECCB01DE7/current"
"1797B192-75A6-4BF5-BEEE-A3EAF236B4AD","300000","1996-01-04","GU5 9HX","D","N","F","","THE WEAVERS HOUSE","LOWER STREET","SHERE","GUILDFORD","GUILDFORD","SURREY","A","http://landregistry.data.gov.uk/data/ppi/transaction/1797B192-75A6-4BF5-BEEE-A3EAF236B4AD/current"
"2D4227A0-BB8E-4F32-8E5B-CB76870E0EC4","65000","1996-01-05","HP7 9EB","S","N","F","","12","QUARRENDON ROAD","AMERSHAM","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2D4227A0-BB8E-4F32-8E5B-CB76870E0EC4/current"
"EF0797B0-BFCE-46CE-B03B-B41D02A58B9F","36500","1996-08-30","HR6 8TG","T","N","F","","19","MAPPENORS LANE","LEOMINSTER","LEOMINSTER","LEOMINSTER","HEREFORD AND WORCESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/EF0797B0-BFCE-46CE-B03B-B41D02A58B9F/current"
"97EA0927-2F7B-470E-AA56-89A14B4E8576","37500","1996-08-08","HU11 4BG","D","N","F","","215","GANSTEAD LANE","GANSTEAD","HULL","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/97EA0927-2F7B-470E-AA56-89A14B4E8576/current"
"BF60010F-EF99-4497-B354-21640515CDDC","26500","1996-06-07","HU3 1NZ","T","N","F","","1","ALEXANDRA AVENUE","HULL","HULL","CITY OF KINGSTON UPON HULL","CITY OF KINGSTON UPON HULL","A","http://landregistry.data.gov.uk/data/ppi/transaction/BF60010F-EF99-4497-B354-21640515CDDC/current"
"000885D5-47F5-4000-A132-35AAF817B6A4","21000","1996-10-18","HU3 6LH","T","N","F","","718","SPRING BANK WEST","HULL","HULL","CITY OF KINGSTON UPON HULL","CITY OF KINGSTON UPON HULL","A","http://landregistry.data.gov.uk/data/ppi/transaction/000885D5-47F5-4000-A132-35AAF817B6A4/current"
"B3778463-45D1-4C82-B536-7DD8B9CAA915","66500","1996-04-26","IG7 4JJ","T","N","F","","20","HAZELWOOD PARK CLOSE","CHIGWELL","CHIGWELL","REDBRIDGE","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B3778463-45D1-4C82-B536-7DD8B9CAA915/current"
"07018613-845B-4F42-9168-6C73BA44AFB4","91500","1996-05-31","IP31 3JW","S","N","F","","5","CHURCH VIEW","STOWLANGTOFT","BURY ST. EDMUNDS","MID SUFFOLK","SUFFOLK","A","http://landregistry.data.gov.uk/data/ppi/transaction/07018613-845B-4F42-9168-6C73BA44AFB4/current"
"83CD663D-942D-4A85-9B9E-2FF24F1E1734","66000","1996-05-03","KT5 8NE","F","N","L","","8B","MANOR DRIVE","SURBITON","SURBITON","KINGSTON UPON THAMES","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/83CD663D-942D-4A85-9B9E-2FF24F1E1734/current"
"D74A82BC-58B9-4F16-8587-2DD29AC4802B","125000","1996-05-07","L18 2EH","S","N","F","","47","MENLOVE AVENUE","LIVERPOOL","LIVERPOOL","LIVERPOOL","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/D74A82BC-58B9-4F16-8587-2DD29AC4802B/current"
"29C806FD-149C-4161-A426-560D94C6BD7A","16950","1996-11-15","L36 3UE","T","N","F","","91","CALGARTH ROAD","LIVERPOOL","LIVERPOOL","KNOWSLEY","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/29C806FD-149C-4161-A426-560D94C6BD7A/current"
"16007B4C-D5A3-4048-8664-E0906319A972","34000","1996-09-27","LA15 8SA","T","N","F","","105","HIGH CLEATER STREET","DALTON-IN-FURNESS","DALTON-IN-FURNESS","BARROW-IN-FURNESS","CUMBRIA","A","http://landregistry.data.gov.uk/data/ppi/transaction/16007B4C-D5A3-4048-8664-E0906319A972/current"
"BB6CB9CC-0B39-4DB1-A470-FD78D8AECB60","72000","1996-02-02","LA4 6EP","S","N","F","","28","MAYFIELD DRIVE","MORECAMBE","MORECAMBE","LANCASTER","LANCASHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/BB6CB9CC-0B39-4DB1-A470-FD78D8AECB60/current"
"0051241B-5A1A-46B4-AAE3-D410E64C7F93","80000","1996-02-29","LA9 5EJ","S","Y","F","","17","APPLEWOOD","KENDAL","KENDAL","SOUTH LAKELAND","CUMBRIA","A","http://landregistry.data.gov.uk/data/ppi/transaction/0051241B-5A1A-46B4-AAE3-D410E64C7F93/current"
"B76EDBEA-EF44-4727-8BB1-997303972AC3","115000","1996-04-26","LE15 8NP","D","N","F","","15","NORTH LUFFENHAM ROAD","SOUTH LUFFENHAM","OAKHAM","RUTLAND","RUTLAND","A","http://landregistry.data.gov.uk/data/ppi/transaction/B76EDBEA-EF44-4727-8BB1-997303972AC3/current"
"8506B037-D049-46B8-B1AF-08A08CD75226","28000","1996-07-31","LE17 4PG","T","N","F","","23","SPENCER ROAD","LUTTERWORTH","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8506B037-D049-46B8-B1AF-08A08CD75226/current"
"8A47BDC4-15C3-44FE-99F1-80D62BEABC9C","31000","1996-04-01","LL16 5AS","S","N","F","","7","PARC Y LLAN","HENLLAN","DENBIGH","DENBIGHSHIRE","DENBIGHSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A47BDC4-15C3-44FE-99F1-80D62BEABC9C/current"
"87682B3D-93DA-444F-BC9E-2A7D7E1CA4BC","62000","1996-01-26","LU4 8RB","S","N","F","","30","HALFWAY AVENUE","LUTON","LUTON","LUTON","LUTON","A","http://landregistry.data.gov.uk/data/ppi/transaction/87682B3D-93DA-444F-BC9E-2A7D7E1CA4BC/current"
"8424A43C-EAEA-47FD-B971-9F4ED3832E72","51950","1996-08-30","ME4 4PG","F","Y","L","FLAT 51","PEMBROKE COURT, 397","HIGH STREET","CHATHAM","CHATHAM","ROCHESTER UPON MEDWAY","KENT","A","http://landregistry.data.gov.uk/data/ppi/transaction/8424A43C-EAEA-47FD-B971-9F4ED3832E72/current"
"2BB1A4C6-BFAE-4803-9448-419EB1C7853C","42000","1996-08-05","MK12 6LP","T","N","F","","32","FIELD LANE","GREENLEYS","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","http://landregistry.data.gov.uk/data/ppi/transaction/2BB1A4C6-BFAE-4803-9448-419EB1C7853C/current"
"0ED96DE2-19E0-4DD2-875E-D2B4FA706DCB","32700","1996-02-29","MK5 6EB","F","N","L","","49","ROBERTSON CLOSE","SHENLEY CHURCH END","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","http://landregistry.data.gov.uk/data/ppi/transaction/0ED96DE2-19E0-4DD2-875E-D2B4FA706DCB/current"
"4C33B3DF-F54F-4656-827B-EA232B8D353B","87000","1996-01-31","MK7 8QS","D","Y","F","","28","PROTHEROE FIELD","OLD FARM PARK","MILTON KEYNES","MILTON KEYNES","MILTON KEYNES","A","http://landregistry.data.gov.uk/data/ppi/transaction/4C33B3DF-F54F-4656-827B-EA232B8D353B/current"
"27E5B91F-3482-47A5-9F51-78DAF5C5D34E","94000","1996-01-19","N20 0HB","S","N","F","","27","BIRLEY ROAD","LONDON","LONDON","BARNET","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/27E5B91F-3482-47A5-9F51-78DAF5C5D34E/current"
"C90DB0A6-450C-428C-BE04-F41E8044997E","23000","1996-11-08","NE33 2DN","F","N","L","","42","JAMES MATHER STREET","SOUTH SHIELDS","SOUTH SHIELDS","SOUTH TYNESIDE","TYNE AND WEAR","A","http://landregistry.data.gov.uk/data/ppi/transaction/C90DB0A6-450C-428C-BE04-F41E8044997E/current"
"486F2860-3178-4B69-AB75-413441537DE0","41000","1996-12-20","NE7 7EN","S","N","F","","7","CRASTER TERRACE","NEWCASTLE UPON TYNE","NEWCASTLE UPON TYNE","NEWCASTLE UPON TYNE","TYNE AND WEAR","A","http://landregistry.data.gov.uk/data/ppi/transaction/486F2860-3178-4B69-AB75-413441537DE0/current"
"75281744-54FC-4BD4-B816-2C291117B0C2","29000","1996-11-05","NG24 2DH","S","N","F","","6","PEMBROKE CRESCENT","NEWARK","NEWARK","NEWARK AND SHERWOOD","NOTTINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/75281744-54FC-4BD4-B816-2C291117B0C2/current"
"5AB59E20-7FFC-4390-B137-E445F45402CA","47500","1996-01-05","NP20 2PF","T","N","F","","73","COMMERCIAL ROAD","NEWPORT","NEWPORT","NEWPORT","NEWPORT","A","http://landregistry.data.gov.uk/data/ppi/transaction/5AB59E20-7FFC-4390-B137-E445F45402CA/current"
"915BD3EE-EE7C-4048-BEA9-52BF25A8ABB8","87500","1996-06-29","NR14 6LW","D","N","F","","12","FILBERT ROAD","LODDON","NORWICH","SOUTH NORFOLK","NORFOLK","A","http://landregistry.data.gov.uk/data/ppi/transaction/915BD3EE-EE7C-4048-BEA9-52BF25A8ABB8/current"
"DD1C6220-9A14-40F8-9728-AE6778093952","48000","1996-12-20","NR3 3XP","F","N","L","14","ANCHOR HOUSE","ANCHOR QUAY","NORWICH","NORWICH","NORWICH","NORFOLK","A","http://landregistry.data.gov.uk/data/ppi/transaction/DD1C6220-9A14-40F8-9728-AE6778093952/current"
"A708EF23-92CD-4D63-8148-E875194E5D18","54500","1996-12-20","NR8 6FZ","S","Y","F","","54","WALSINGHAM DRIVE","TAVERHAM","NORWICH","BROADLAND","NORFOLK","A","http://landregistry.data.gov.uk/data/ppi/transaction/A708EF23-92CD-4D63-8148-E875194E5D18/current"
"A458E9E4-F48F-4A47-8643-87EFFFDA2C29","32000","1996-04-04","OL10 4RH","T","N","L","","22","SUMMIT STREET","HEYWOOD","HEYWOOD","ROCHDALE","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/A458E9E4-F48F-4A47-8643-87EFFFDA2C29/current"
"90A2794E-AB86-4500-8309-DCC7FC3DD1A4","47500","1996-04-30","OX10 9PF","F","N","L","","18","CHEQUERS PLACE","CHOLSEY","WALLINGFORD","SOUTH OXFORDSHIRE","OXFORDSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/90A2794E-AB86-4500-8309-DCC7FC3DD1A4/current"
"59CE8025-3464-4C14-B6DF-87E99F10B8F8","46000","1996-10-25","PE24 5RS","D","N","F","","13","ELIZABETH DRIVE","CHAPEL ST LEONARDS","SKEGNESS","EAST LINDSEY","LINCOLNSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/59CE8025-3464-4C14-B6DF-87E99F10B8F8/current"
"98EEEF4F-6B20-4FB7-B98A-E71E71542CD5","34000","1996-05-17","PL33 9AE","T","N","F","","48","HIGH STREET","DELABOLE","DELABOLE","NORTH CORNWALL","CORNWALL","A","http://landregistry.data.gov.uk/data/ppi/transaction/98EEEF4F-6B20-4FB7-B98A-E71E71542CD5/current"
"89E16363-D690-42EA-98C3-CC2C65F63547","35500","1996-02-23","PL4 7HA","T","N","F","","17","CLINTON AVENUE","PLYMOUTH","PLYMOUTH","PLYMOUTH","DEVON","A","http://landregistry.data.gov.uk/data/ppi/transaction/89E16363-D690-42EA-98C3-CC2C65F63547/current"
"A6C42981-8D0E-467C-B320-6DCE33E302D8","67000","1996-06-28","PO21 4BE","S","N","F","","9","TANGMERE GARDENS","BOGNOR REGIS","BOGNOR REGIS","ARUN","WEST SUSSEX","A","http://landregistry.data.gov.uk/data/ppi/transaction/A6C42981-8D0E-467C-B320-6DCE33E302D8/current"
"4063E510-9A1D-4B3D-B13F-730E0B12BD40","51000","1996-04-26","PO7 8JX","T","N","F","","12","VENICE CLOSE","WATERLOOVILLE","WATERLOOVILLE","HAVANT","HAMPSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/4063E510-9A1D-4B3D-B13F-730E0B12BD40/current"
"11E92914-B799-46AF-89D4-36188A36C35F","56500","1996-10-18","PR2 1SR","S","N","F","","9","ELM AVENUE","ASHTON ON RIBBLE","PRESTON","PRESTON","LANCASHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/11E92914-B799-46AF-89D4-36188A36C35F/current"
"2841BA6F-AD0A-49FC-8FB7-CCB40A7BDD03","32500","1996-07-31","PR7 2DX","T","N","F","","18","GILBERT STREET","CHORLEY","CHORLEY","CHORLEY","LANCASHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/2841BA6F-AD0A-49FC-8FB7-CCB40A7BDD03/current"
"A88092C3-BDE1-4524-BBE9-CFD207EEA493","58950","1996-04-12","PR8 6DL","S","N","F","","45","LARCH STREET","SOUTHPORT","SOUTHPORT","SEFTON","MERSEYSIDE","A","http://landregistry.data.gov.uk/data/ppi/transaction/A88092C3-BDE1-4524-BBE9-CFD207EEA493/current"
"AA02424C-F054-462C-B72D-295BD320EF67","158500","1996-08-12","RG7 3NZ","D","N","F","","40","DAUNTLESS ROAD","BURGHFIELD COMMON","READING","NEWBURY","BERKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/AA02424C-F054-462C-B72D-295BD320EF67/current"
"C70CAD4A-E9C9-4A26-A85E-88DFF6C19195","23250","1996-06-28","RM15 5XA","F","Y","L","","113","DANBURY CRESCENT","SOUTH OCKENDON","SOUTH OCKENDON","THURROCK","THURROCK","A","http://landregistry.data.gov.uk/data/ppi/transaction/C70CAD4A-E9C9-4A26-A85E-88DFF6C19195/current"
"2A289E9F-C060-CDC8-E050-A8C063054829","38500","1996-08-23","RM8 2QX","T","N","F","","71","LINDISFARNE ROAD","","DAGENHAM","BARKING AND DAGENHAM","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2A289E9F-C060-CDC8-E050-A8C063054829/current"
"8FD370CE-81D0-4115-8C92-38DE94A8EB87","24000","1996-04-26","S70 4PQ","T","N","F","","66","CORPORATION STREET","BARNSLEY","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8FD370CE-81D0-4115-8C92-38DE94A8EB87/current"
"58FC9A2E-2BDC-442C-B34C-E7511FA66587","22500","1996-11-01","S75 6AQ","T","N","F","","49","PYE AVENUE","MAPPLEWELL","BARNSLEY","BARNSLEY","SOUTH YORKSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/58FC9A2E-2BDC-442C-B34C-E7511FA66587/current"
"B3D4361D-FF5C-4184-8977-68A23B990763","51500","1996-12-06","SE12 0NR","T","N","F","","57","RONVER ROAD","LONDON","LONDON","LEWISHAM","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B3D4361D-FF5C-4184-8977-68A23B990763/current"
"A61DB034-F982-499D-9C40-8FE1D8738894","189000","1996-10-10","SE26 5DS","D","N","F","","32","CATOR ROAD","LONDON","LONDON","BROMLEY","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/A61DB034-F982-499D-9C40-8FE1D8738894/current"
"E335DFE7-BD12-496F-8DC4-209F1666D676","160000","1996-10-25","SK13 8PW","D","N","F","","1","BROOK MEADOW","GLOSSOP","GLOSSOP","HIGH PEAK","DERBYSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/E335DFE7-BD12-496F-8DC4-209F1666D676/current"
"781D5D48-BB5F-4867-8E61-93D214CEFE09","235000","1996-11-27","SK9 1QQ","D","N","F","","JASMINE LODGE","FULSHAW PARK","WILMSLOW","WILMSLOW","MACCLESFIELD","CHESHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/781D5D48-BB5F-4867-8E61-93D214CEFE09/current"
"CF0763DE-5C70-4B50-9FFA-3D2FE28D6371","56000","1996-09-20","SL1 7EH","F","N","L","FLAT 5","37 - 39","EASTFIELD ROAD","BURNHAM","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/CF0763DE-5C70-4B50-9FFA-3D2FE28D6371/current"
"5920A5E4-FB3F-47B8-A43D-0B364345A771","139000","1996-09-02","SM7 1LE","D","N","F","","5","ASPEN WAY","BANSTEAD","BANSTEAD","REIGATE AND BANSTEAD","SURREY","A","http://landregistry.data.gov.uk/data/ppi/transaction/5920A5E4-FB3F-47B8-A43D-0B364345A771/current"
"CF861273-6B53-4AB4-B3FE-821D02222ACA","48000","1996-11-07","SN1 2QT","T","N","F","","34","FARRIERS CLOSE","SWINDON","SWINDON","THAMESDOWN","THAMESDOWN","A","http://landregistry.data.gov.uk/data/ppi/transaction/CF861273-6B53-4AB4-B3FE-821D02222ACA/current"
"87B39452-AA02-4982-99F4-C61C644C5AA7","112000","1996-01-26","SO40 7AW","S","N","L","","157","LYNDHURST ROAD","ASHURST","SOUTHAMPTON","HAVANT","HAMPSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/87B39452-AA02-4982-99F4-C61C644C5AA7/current"
"A0A3AC70-A1D6-4A90-A5CC-02A4693A793C","150000","1996-09-17","SO41 8LS","D","N","F","","FOREST VIEW","MOUNT PLEASANT LANE","LYMINGTON","LYMINGTON","NEW FOREST","HAMPSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/A0A3AC70-A1D6-4A90-A5CC-02A4693A793C/current"
"9AB9E2FE-A2F8-4E6E-B7EA-E9D8111D5BC5","42000","1996-07-19","SP6 1NZ","F","N","L","","1","DIAMOND COURT","FORDINGBRIDGE","FORDINGBRIDGE","NEW FOREST","HAMPSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/9AB9E2FE-A2F8-4E6E-B7EA-E9D8111D5BC5/current"
"9BB231D1-48B2-411F-9D60-9421BDAD848E","116000","1996-06-28","SW10 9HH","F","N","L","FLAT 4","98","REDCLIFFE GARDENS","LONDON","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/9BB231D1-48B2-411F-9D60-9421BDAD848E/current"
"78E538F0-C511-423E-9DD6-092EA6AC46DE","220000","1996-01-25","SW1V 4DG","F","N","L","FLAT 5","43","ST GEORGES DRIVE","LONDON","LONDON","CITY OF WESTMINSTER","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/78E538F0-C511-423E-9DD6-092EA6AC46DE/current"
"D6906A1B-D6D4-4053-83FB-C72E883E9D4E","83000","1996-09-24","SW2 4XR","F","N","L","","26","TENHAM AVENUE","LONDON","LONDON","LAMBETH","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D6906A1B-D6D4-4053-83FB-C72E883E9D4E/current"
"2A289E9D-CB7A-CDC8-E050-A8C063054829","47000","1996-02-19","SW3 2NX","F","N","L","","139","WILTSHIRE CLOSE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2A289E9D-CB7A-CDC8-E050-A8C063054829/current"
"2A289E9F-0A6A-CDC8-E050-A8C063054829","50000","1996-06-25","SW6 7DZ","F","N","L","FLAT 2","4","GIRONDE ROAD","","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2A289E9F-0A6A-CDC8-E050-A8C063054829/current"
"DF4F16D2-C404-4DBA-ADEA-79BA75043864","155000","1996-05-17","SW7 4BE","F","N","L","FLAT 4","58","CORNWALL GARDENS","LONDON","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/DF4F16D2-C404-4DBA-ADEA-79BA75043864/current"
